branch,customer_name,order_id,order_sequence,line_index_in_order,item_name_normalized,line_qty,line_amount,customer_total_qty,customer_total_amount,is_sellable_item,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,Person_0218,ORD-000114,114,4,DELIVERY CHARGE,1.0,238378.38,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0218,ORD-000114,114,5,LOTUS SPREAD CHIMNEY,2.0,0.0,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0218,ORD-000114,114,6,NO TOPPINGS,1.0,0.0,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0218,ORD-000114,114,7,NUTELLA SPREAD CHIMNEY,3.0,178783.78,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0218,ORD-000114,114,8,PRESSED,1.0,0.0,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0218,ORD-000114,114,9,"STRAWBERRY,(R)",3.0,0.0,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0218,ORD-000114,114,10,WHITE CHOCOLATE SAUCE .(R),1.0,0.0,17.0,4767567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,1,AFFOGATO,1.0,536351.34,14.0,3367756.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,2,BLUEBERRIES,1.0,238378.38,14.0,3367756.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,3,CHIMNEY THE ONE,1.0,1251486.48,14.0,3367756.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,4,CLASSIC CHIMNEY,1.0,595945.95,14.0,3367756.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,5,DELIVERY CHARGE,1.0,238378.38,14.0,3367756.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,6,MINI THE ONE,1.0,507216.22,14.0,3367756.76,True,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,7,NO SPREAD,2.0,0.0,14.0,3367756.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,8,NO TOPPINGS,3.0,0.0,14.0,3367756.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,9,NUTELLA SPREAD CHIMNEY,1.0,0.0,14.0,3367756.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,10,PRESSED,1.0,0.0,14.0,3367756.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,47/63,REP_S_00502.csv
Conut Jnah,Person_0219,ORD-000115,115,11,"STRAWBERRY,(R)",1.0,0.0,14.0,3367756.76,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0220,ORD-000116,116,1,CLASSIC CHIMNEY,1.0,595945.95,5.0,1013108.11,True,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0220,ORD-000116,116,2,DELIVERY CHARGE,1.0,238378.38,5.0,1013108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0220,ORD-000116,116,3,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1013108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0220,ORD-000116,116,4,PRESSED,1.0,0.0,5.0,1013108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0220,ORD-000116,116,5,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,178783.78,5.0,1013108.11,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0221,ORD-000117,117,1,CHIMNEY BERRY MIX,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0221,ORD-000117,117,2,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0221,ORD-000117,117,3,"NUTELLA SAUCE,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0221,ORD-000117,117,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0221,ORD-000117,117,5,WHIPPED CREAM,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,48/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,1,"BROWNIES , (R)",1.0,0.0,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,2,"CARAMEL SAUCE , (R)",1.0,0.0,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,3,CONUT THE ONE,1.0,893918.92,9.0,2056675.68,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,4,CONUT TRIPLE CHOCOLATE,1.0,924378.38,9.0,2056675.68,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,5,DELIVERY CHARGE,1.0,238378.38,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,6,NUTELLA SAUCE . (R),1.0,0.0,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,7,NUTELLA SPREAD CONUT,1.0,0.0,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,8,"STRAWBERRY , (R)",1.0,0.0,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0222,ORD-000118,118,9,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,9.0,2056675.68,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0223,ORD-000119,119,1,"CARAMEL SAUCE , (R)",2.0,0.0,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0223,ORD-000119,119,2,CONUT THE ONE,2.0,1787837.84,9.0,2026216.22,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0223,ORD-000119,119,3,DELIVERY CHARGE,1.0,238378.38,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0223,ORD-000119,119,4,NUTELLA SPREAD CONUT,2.0,0.0,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0223,ORD-000119,119,5,"STRAWBERRY , (R)",2.0,0.0,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,ORD-000120,120,1,CONUT THE ONE,1.0,893918.92,5.0,1193216.21,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,ORD-000120,120,2,DELIVERY CHARGE,1.0,238378.38,5.0,1193216.21,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,ORD-000120,120,3,LOTUS SPREAD CONUT,1.0,0.0,5.0,1193216.21,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,ORD-000120,120,4,"RASPBERRY JAM , (P)",2.0,41441.44,5.0,1193216.21,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,1,BROWNIES . (R),1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,2,"CARAMEL SAUCE , (R)",1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,3,"CARAMEL SAUCE, (R)",1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,4,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08,19.0,6228297.29,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,5,CHIMNEY THE ONE,1.0,1251486.48,19.0,6228297.29,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,6,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,19.0,6228297.29,True,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,7,CONUT BOSTON CHEESECAKE,1.0,924378.38,19.0,6228297.29,True,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,8,CRUSHED LOTUS .(R),1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,9,DELIVERY CHARGE,2.0,476756.76,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,10,NO SPREAD,2.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,11,"NUTELLA SAUCE,(R)",1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,12,NUTELLA SPREAD CHIMNEY,1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,13,"STRAWBERRY , (R)",1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,14,"STRAWBERRY,(R)",2.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,15,TIRAMISU CONUT,1.0,953513.52,19.0,6228297.29,True,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,ORD-000121,121,16,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,19.0,6228297.29,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,1,ADD ICE CREAM,1.0,476756.75,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,2,BROWNIES . (R),1.0,0.0,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,3,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,8.0,2204999.99,True,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,4,DELIVERY CHARGE,1.0,238378.38,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,5,ICE CREAM ON THE SIDE,1.0,0.0,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,6,NUTELLA SAUCE,1.0,178783.78,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,7,WHITE CHOCOLATE SAUCE .(R),1.0,0.0,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,ORD-000122,122,8,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,8.0,2204999.99,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,1,ADD ICE CREAM,1.0,476756.75,7.0,2026216.2,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,2,BROWNIES . (R),1.0,0.0,7.0,2026216.2,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,3,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,7.0,2026216.2,True,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,4,DELIVERY CHARGE,1.0,238378.38,7.0,2026216.2,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,5,ICE CREAM ON THE SIDE,1.0,0.0,7.0,2026216.2,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,6,"NUTELLA SAUCE,(R)",1.0,0.0,7.0,2026216.2,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,ORD-000123,123,7,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,7.0,2026216.2,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,1,"BROWNIES , (R)",1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,2,"CARAMEL SAUCE, (R)",1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,3,CHIMNEY THE ONE,1.0,1251486.48,13.0,3427351.35,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,4,CONUT PISTACHIO,1.0,1013108.11,13.0,3427351.35,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,5,CONUT TRIPLE CHOCOLATE,1.0,924378.38,13.0,3427351.35,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,6,DELIVERY CHARGE,1.0,238378.38,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,7,NO SPREAD,1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,8,NUTELLA SAUCE . (R),1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,9,NUTELLA SPREAD CHIMNEY,1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,10,PISTACHIO TOPPING,1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,11,"STRAWBERRY , (R)",1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,12,"STRAWBERRY,(R)",1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,ORD-000124,124,13,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,13.0,3427351.35,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,ORD-000125,125,1,CLASSIC CHIMNEY,2.0,1191891.9,7.0,1430270.28,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,ORD-000125,125,2,DELIVERY CHARGE,1.0,238378.38,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,ORD-000125,125,3,LOTUS SPREAD CHIMNEY,1.0,0.0,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,ORD-000125,125,4,PRESSED,2.0,0.0,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,ORD-000125,125,5,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,7.0,1430270.28,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,1,ADD ICE CREAM,1.0,476756.75,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,2,"CARAMEL SAUCE, (R)",1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,3,CHERRY JAM DIP.(P),1.0,119189.19,30.0,7091756.75,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,4,CHIMNEY THE ONE,2.0,2502972.96,30.0,7091756.75,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,5,CONUT BERRY MIX,1.0,893918.92,30.0,7091756.75,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,6,CONUT BITES,1.0,655540.55,30.0,7091756.75,True,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,7,"CRUSHED LOTUS,(R)",1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,8,DELIVERY CHARGE,2.0,476756.76,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,9,FULL FAT MILK,2.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,10,ICE CREAM ON THE SIDE,1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,11,MINI BOSTON CHEESECAKE,1.0,536351.34,30.0,7091756.75,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,12,NO SPREAD,1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,13,NUTELLA SAUCE . (R),1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,14,"NUTELLA SAUCE,(R)",1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,15,NUTELLA SPREAD CHIMNEY,2.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,16,NUTELLA SPREAD CONUT,1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,17,STRAWBERRY .(R),1.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,18,STRAWBERRY DRESSING,2.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,19,STRAWBERRY MILKSHAKE,2.0,1430270.28,30.0,7091756.75,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,20,"STRAWBERRY,(R)",2.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,ORD-000126,126,21,WHIPPED CREAM,3.0,0.0,30.0,7091756.75,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,ORD-000127,127,1,BROWNIES . (R),1.0,0.0,5.0,1549459.45,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,ORD-000127,127,2,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08,5.0,1549459.45,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,ORD-000127,127,3,DELIVERY CHARGE,1.0,238378.38,5.0,1549459.45,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,ORD-000127,127,4,"NUTELLA SAUCE,(R)",1.0,0.0,5.0,1549459.45,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,ORD-000127,127,5,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,5.0,1549459.45,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,ORD-000128,128,1,BOSTON CHEESECAKE CHIMNEY,1.0,0.0,6.0,4171621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,ORD-000128,128,2,CHIMNEY COMBO,1.0,3933243.25,6.0,4171621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,ORD-000128,128,3,DELIVERY CHARGE,1.0,238378.38,6.0,4171621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,ORD-000128,128,4,PISTACHIO CHIMNEY,1.0,0.0,6.0,4171621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,ORD-000128,128,5,THE ONE CHIMNEY,1.0,0.0,6.0,4171621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,ORD-000128,128,6,TRIPLE CHOCOLATE CHIMNEY,1.0,0.0,6.0,4171621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,1,CAFFE LATTE,1.0,417162.16,9.0,1907027.02,True,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,2,CHIMNEY THE ONE,1.0,1251486.48,9.0,1907027.02,True,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,3,DELIVERY CHARGE,1.0,238378.38,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,4,FULL FAT MILK,1.0,0.0,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,5,ICED,1.0,0.0,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,6,"NUTELLA SAUCE,(R)",1.0,0.0,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,7,NUTELLA SPREAD CHIMNEY,1.0,0.0,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,8,REGULAR,1.0,0.0,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,ORD-000129,129,9,"STRAWBERRY,(R)",1.0,0.0,9.0,1907027.02,False,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,ORD-000130,130,1,BOSTON CHEESECAKE MINI,1.0,0.0,6.0,1907027.03,True,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
