branch,customer_name,line_qty,item_description,line_amount,customer_total_qty,customer_total_amount,order_id,order_sequence,line_index_in_order,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,Person_0224,1.0,CONUT THE ONE,893918.92,5.0,1193216.21,ORD-000120,120,1,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,1.0,DELIVERY CHARGE,238378.38,5.0,1193216.21,ORD-000120,120,2,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,1.0,LOTUS SPREAD CONUT.,0.0,5.0,1193216.21,ORD-000120,120,3,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,1.0,"RASPBERRY JAM , (P)",20720.72,5.0,1193216.21,ORD-000120,120,4,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0224,1.0,"RASPBERRY JAM , (P)",20720.72,5.0,1193216.21,ORD-000120,120,5,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,BROWNIES . (R),0.0,19.0,6228297.29,ORD-000121,121,1,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"CARAMEL SAUCE , (R)",0.0,19.0,6228297.29,ORD-000121,121,2,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"CARAMEL SAUCE, (R)",0.0,19.0,6228297.29,ORD-000121,121,3,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,CHIMNEY BOSTON CHEESECAKE,1311081.08,19.0,6228297.29,ORD-000121,121,4,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,CHIMNEY THE ONE,1251486.48,19.0,6228297.29,ORD-000121,121,5,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,19.0,6228297.29,ORD-000121,121,6,30-Jan-26,01-Jan-2026,30-Jan-2026,49/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,CONUT BOSTON CHEESECAKE,924378.38,19.0,6228297.29,ORD-000121,121,7,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,CRUSHED LOTUS .(R),0.0,19.0,6228297.29,ORD-000121,121,8,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,DELIVERY CHARGE,238378.38,19.0,6228297.29,ORD-000121,121,9,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,DELIVERY CHARGE,238378.38,19.0,6228297.29,ORD-000121,121,10,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"NO SPREAD,,",0.0,19.0,6228297.29,ORD-000121,121,11,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,NO SPREAD..,0.0,19.0,6228297.29,ORD-000121,121,12,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"NUTELLA SAUCE,(R)",0.0,19.0,6228297.29,ORD-000121,121,13,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,NUTELLA SPREAD CHIMNEY.,0.0,19.0,6228297.29,ORD-000121,121,14,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"STRAWBERRY , (R)",0.0,19.0,6228297.29,ORD-000121,121,15,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"STRAWBERRY,(R)",0.0,19.0,6228297.29,ORD-000121,121,16,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,"STRAWBERRY,(R)",0.0,19.0,6228297.29,ORD-000121,121,17,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,TIRAMISU CONUT,953513.52,19.0,6228297.29,ORD-000121,121,18,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0225,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,19.0,6228297.29,ORD-000121,121,19,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,ADD ICE CREAM,476756.75,8.0,2204999.99,ORD-000122,122,1,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,BROWNIES . (R),0.0,8.0,2204999.99,ORD-000122,122,2,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,8.0,2204999.99,ORD-000122,122,3,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,DELIVERY CHARGE,238378.38,8.0,2204999.99,ORD-000122,122,4,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,ICE CREAM ON THE SIDE,0.0,8.0,2204999.99,ORD-000122,122,5,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,NUTELLA SAUCE.,178783.78,8.0,2204999.99,ORD-000122,122,6,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,WHITE CHOCOLATE SAUCE .(R),0.0,8.0,2204999.99,ORD-000122,122,7,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0226,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,8.0,2204999.99,ORD-000122,122,8,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,ADD ICE CREAM,476756.75,7.0,2026216.2,ORD-000123,123,1,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,BROWNIES . (R),0.0,7.0,2026216.2,ORD-000123,123,2,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,7.0,2026216.2,ORD-000123,123,3,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,DELIVERY CHARGE,238378.38,7.0,2026216.2,ORD-000123,123,4,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,ICE CREAM ON THE SIDE,0.0,7.0,2026216.2,ORD-000123,123,5,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,"NUTELLA SAUCE,(R)",0.0,7.0,2026216.2,ORD-000123,123,6,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0227,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,7.0,2026216.2,ORD-000123,123,7,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,"BROWNIES , (R)",0.0,13.0,3427351.35,ORD-000124,124,1,30-Jan-26,01-Jan-2026,30-Jan-2026,50/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,"CARAMEL SAUCE, (R)",0.0,13.0,3427351.35,ORD-000124,124,2,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,CHIMNEY THE ONE,1251486.48,13.0,3427351.35,ORD-000124,124,3,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,CONUT PISTACHIO,1013108.11,13.0,3427351.35,ORD-000124,124,4,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,CONUT TRIPLE CHOCOLATE,924378.38,13.0,3427351.35,ORD-000124,124,5,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,DELIVERY CHARGE,238378.38,13.0,3427351.35,ORD-000124,124,6,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,NO SPREAD..,0.0,13.0,3427351.35,ORD-000124,124,7,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,NUTELLA SAUCE . (R),0.0,13.0,3427351.35,ORD-000124,124,8,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,NUTELLA SPREAD CHIMNEY.,0.0,13.0,3427351.35,ORD-000124,124,9,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,PISTACHIO TOPPING,0.0,13.0,3427351.35,ORD-000124,124,10,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,"STRAWBERRY , (R)",0.0,13.0,3427351.35,ORD-000124,124,11,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,"STRAWBERRY,(R)",0.0,13.0,3427351.35,ORD-000124,124,12,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0228,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0,13.0,3427351.35,ORD-000124,124,13,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,CLASSIC CHIMNEY,595945.95,7.0,1430270.28,ORD-000125,125,1,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,CLASSIC CHIMNEY,595945.95,7.0,1430270.28,ORD-000125,125,2,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,DELIVERY CHARGE,238378.38,7.0,1430270.28,ORD-000125,125,3,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,LOTUS SPREAD CHIMNEY.,0.0,7.0,1430270.28,ORD-000125,125,4,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,PRESSED,0.0,7.0,1430270.28,ORD-000125,125,5,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,PRESSED,0.0,7.0,1430270.28,ORD-000125,125,6,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0229,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,7.0,1430270.28,ORD-000125,125,7,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,[STRAWBERRY DRESSING],0.0,30.0,7091756.75,ORD-000126,126,1,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,[STRAWBERRY DRESSING],0.0,30.0,7091756.75,ORD-000126,126,2,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,ADD ICE CREAM,476756.75,30.0,7091756.75,ORD-000126,126,3,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,"CARAMEL SAUCE, (R)",0.0,30.0,7091756.75,ORD-000126,126,4,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,CHERRY JAM DIP.(P),119189.19,30.0,7091756.75,ORD-000126,126,5,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,CHIMNEY THE ONE,1251486.48,30.0,7091756.75,ORD-000126,126,6,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,CHIMNEY THE ONE,1251486.48,30.0,7091756.75,ORD-000126,126,7,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,CONUT BERRY MIX,893918.92,30.0,7091756.75,ORD-000126,126,8,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,CONUT BITES,655540.55,30.0,7091756.75,ORD-000126,126,9,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,"CRUSHED LOTUS,(R)",0.0,30.0,7091756.75,ORD-000126,126,10,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,DELIVERY CHARGE,238378.38,30.0,7091756.75,ORD-000126,126,11,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,DELIVERY CHARGE,238378.38,30.0,7091756.75,ORD-000126,126,12,30-Jan-26,01-Jan-2026,30-Jan-2026,51/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,FULL FAT MILK,0.0,30.0,7091756.75,ORD-000126,126,13,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,FULL FAT MILK,0.0,30.0,7091756.75,ORD-000126,126,14,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,ICE CREAM ON THE SIDE,0.0,30.0,7091756.75,ORD-000126,126,15,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,MINI BOSTON CHEESECAKE,536351.34,30.0,7091756.75,ORD-000126,126,16,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,NO SPREAD .,0.0,30.0,7091756.75,ORD-000126,126,17,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,NUTELLA SAUCE . (R),0.0,30.0,7091756.75,ORD-000126,126,18,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,"NUTELLA SAUCE,(R)",0.0,30.0,7091756.75,ORD-000126,126,19,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,NUTELLA SPREAD CHIMNEY.,0.0,30.0,7091756.75,ORD-000126,126,20,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,NUTELLA SPREAD CHIMNEY.,0.0,30.0,7091756.75,ORD-000126,126,21,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,NUTELLA SPREAD CONUT.,0.0,30.0,7091756.75,ORD-000126,126,22,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,STRAWBERRY .(R),0.0,30.0,7091756.75,ORD-000126,126,23,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,STRAWBERRY MILKSHAKE,715135.14,30.0,7091756.75,ORD-000126,126,24,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,STRAWBERRY MILKSHAKE,715135.14,30.0,7091756.75,ORD-000126,126,25,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,"STRAWBERRY,(R)",0.0,30.0,7091756.75,ORD-000126,126,26,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,"STRAWBERRY,(R)",0.0,30.0,7091756.75,ORD-000126,126,27,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,"WHIPPED CREAM ,",0.0,30.0,7091756.75,ORD-000126,126,28,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,WHIPPED CREAM...,0.0,30.0,7091756.75,ORD-000126,126,29,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0230,1.0,WHIPPED CREAM...,0.0,30.0,7091756.75,ORD-000126,126,30,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,1.0,BROWNIES . (R),0.0,5.0,1549459.45,ORD-000127,127,1,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,5.0,1549459.45,ORD-000127,127,2,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,1.0,DELIVERY CHARGE,238378.38,5.0,1549459.45,ORD-000127,127,3,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,1.0,"NUTELLA SAUCE,(R)",0.0,5.0,1549459.45,ORD-000127,127,4,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0231,1.0,WHITE CHOCOLATE SPREAD CHIMNEY.,0.0,5.0,1549459.45,ORD-000127,127,5,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,1.0,BOSTON CHEESECAKE CHIMNEY,0.0,6.0,4171621.62,ORD-000128,128,1,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,1.0,CHIMNEY COMBO.,3933243.25,6.0,4171621.62,ORD-000128,128,2,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,1.0,DELIVERY CHARGE,238378.38,6.0,4171621.62,ORD-000128,128,3,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,1.0,PISTACHIO CHIMNEY,0.0,6.0,4171621.62,ORD-000128,128,4,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,1.0,THE ONE CHIMNEY,0.0,6.0,4171621.62,ORD-000128,128,5,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0232,1.0,TRIPLE CHOCOLATE CHIMNEY,0.0,6.0,4171621.62,ORD-000128,128,6,30-Jan-26,01-Jan-2026,30-Jan-2026,52/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,CAFFE LATTE,417162.16,9.0,1907027.02,ORD-000129,129,1,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,CHIMNEY THE ONE,1251486.48,9.0,1907027.02,ORD-000129,129,2,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,DELIVERY CHARGE,238378.38,9.0,1907027.02,ORD-000129,129,3,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,FULL FAT MILK,0.0,9.0,1907027.02,ORD-000129,129,4,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,ICED,0.0,9.0,1907027.02,ORD-000129,129,5,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,"NUTELLA SAUCE,(R)",0.0,9.0,1907027.02,ORD-000129,129,6,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,NUTELLA SPREAD CHIMNEY.,0.0,9.0,1907027.02,ORD-000129,129,7,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,REGULAR.,0.0,9.0,1907027.02,ORD-000129,129,8,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0233,1.0,"STRAWBERRY,(R)",0.0,9.0,1907027.02,ORD-000129,129,9,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,1.0,BOSTON CHEESECAKE MINI,0.0,6.0,1907027.03,ORD-000130,130,1,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,1.0,DELIVERY CHARGE,238378.38,6.0,1907027.03,ORD-000130,130,2,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,1.0,PISTACHIO MINI,0.0,6.0,1907027.03,ORD-000130,130,3,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,1.0,THE ONE MINI,0.0,6.0,1907027.03,ORD-000130,130,4,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,1.0,THE SHARING BOX.,1668648.66,6.0,1907027.03,ORD-000130,130,5,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0234,1.0,TRIPLE CHOCOLATE MINI,0.0,6.0,1907027.03,ORD-000130,130,6,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0235,1.0,BOSTON CHEESECAKE MINI,0.0,6.0,1907027.03,ORD-000131,131,1,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0235,1.0,DELIVERY CHARGE,238378.38,6.0,1907027.03,ORD-000131,131,2,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0235,1.0,PISTACHIO MINI,0.0,6.0,1907027.03,ORD-000131,131,3,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0235,1.0,THE ONE MINI,0.0,6.0,1907027.03,ORD-000131,131,4,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0235,1.0,THE SHARING BOX.,1668648.66,6.0,1907027.03,ORD-000131,131,5,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Conut Jnah,Person_0235,1.0,TRIPLE CHOCOLATE MINI,0.0,6.0,1907027.03,ORD-000131,131,6,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,"BROWNIES , (R)",0.0,33.0,6764648.63,ORD-000132,132,1,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,BROWNIES . (R),0.0,33.0,6764648.63,ORD-000132,132,2,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,"BROWNIES,(R)",0.0,33.0,6764648.63,ORD-000132,132,3,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,"CARAMEL SAUCE, (R)",0.0,33.0,6764648.63,ORD-000132,132,4,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,"CARAMEL SAUCE, (R)",0.0,33.0,6764648.63,ORD-000132,132,5,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,CHIMNEY THE ONE,1251486.48,33.0,6764648.63,ORD-000132,132,6,30-Jan-26,01-Jan-2026,30-Jan-2026,53/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,CHIMNEY THE ONE,1251486.48,33.0,6764648.63,ORD-000132,132,7,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,CHIMNEY TRIPLE CHOCOLATE,1311081.08,33.0,6764648.63,ORD-000132,132,8,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,CONUT BERRY MIX,893918.92,33.0,6764648.63,ORD-000132,132,9,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,CONUT THE ORIGINAL,864783.79,33.0,6764648.63,ORD-000132,132,10,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,HOT,0.0,33.0,6764648.63,ORD-000132,132,11,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,HOT,0.0,33.0,6764648.63,ORD-000132,132,12,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,HOT,0.0,33.0,6764648.63,ORD-000132,132,13,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,MINI THE ORIGINAL,476756.75,33.0,6764648.63,ORD-000132,132,14,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,"NUTELLA SAUCE ,(R)",0.0,33.0,6764648.63,ORD-000132,132,15,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,NUTELLA SAUCE . (R),0.0,33.0,6764648.63,ORD-000132,132,16,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,NUTELLA SAUCE . (R),0.0,33.0,6764648.63,ORD-000132,132,17,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,"NUTELLA SAUCE,(R)",0.0,33.0,6764648.63,ORD-000132,132,18,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
Main Street Coffee,Person_0236,1.0,NUTELLA SPREAD CHIMNEY.,0.0,33.0,6764648.63,ORD-000132,132,19,30-Jan-26,01-Jan-2026,30-Jan-2026,54/63,REP_S_00502.csv
